"三阶段的【阈值】","离散数据【方法】","本次的【离散度】","此次的源【文件】","流程是否涉及排序","本次全部的关系数","本次程序运行时间","含五表型的关系数","其中含特定基因数","无关基因的比重为","三阶段执行时间为","【特定基因】比重","满足的【关系】为"
"0.02 0.01 0.01","quantile",5,"D:\RST\Gene100_4.csv","FALSE",357,8.13346541722616,17,4,"p`= 0.13","P = 1",1472902999.45091," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",5,"D:\RST\Gene100_5.csv","FALSE",357,8.40558930238088,20,4,"p`= 0.16","P = 1",1472903625.84725," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",4,"D:\RST\Gene100_1.csv","FALSE",516,16.0312781532605,31,5,"p`= 0.26","P = 1.25",1472904697.59261," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",4,"D:\RST\Gene100_2.csv","FALSE",551,17.6389033675194,25,6,"p`= 0.19","P = 1.5",1472905871.65728," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",4,"D:\RST\Gene100_3.csv","FALSE",442,14.3564927816391,26,5,"p`= 0.21","P = 1.25",1472906843.65," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",4,"D:\RST\Gene100_4.csv","FALSE",584,16.9794785817464,22,5,"p`= 0.17","P = 1.25",1472907973.52094," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",4,"D:\RST\Gene100_5.csv","FALSE",520,17.0939327836037,22,6,"p`= 0.16","P = 1.5",1472909120.76446," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [GRMZM2G152135,AC] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.015 0.015 0.015","quantile",4,"D:\RST\Gene100_1.csv","FALSE",313,10.5700614492098,15,3,"p`= 0.12","P = 0.75",1472909867.37692," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",4,"D:\RST\Gene100_2.csv","FALSE",338,11.4301193833351,15,5,"p`= 0.1","P = 1.25",1472910670.75887," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",4,"D:\RST\Gene100_3.csv","FALSE",293,8.23905373414357,18,4,"p`= 0.14","P = 1",1472911275.38638," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",4,"D:\RST\Gene100_4.csv","FALSE",367,10.2149105985959,14,4,"p`= 0.1","P = 1",1472911999.51653," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",4,"D:\RST\Gene100_5.csv","FALSE",337,10.2753704667091,17,5,"p`= 0.12","P = 1.25",1472912726.13218," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [GRMZM2G152135,AC] [BC,GRMZM2G012966] [BC,GRMZM2G152135]"
"0.02 0.02 0.02","quantile",4,"D:\RST\Gene100_1.csv","FALSE",230,7.17507246732712,9,3,"p`= 0.06","P = 0.75",1472913266.52301," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",4,"D:\RST\Gene100_2.csv","FALSE",250,7.25857429901759,10,3,"p`= 0.07","P = 0.75",1472913812.21192," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",4,"D:\RST\Gene100_3.csv","FALSE",192,5.36336631774902,10,3,"p`= 0.07","P = 0.75",1472914244.07832," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",4,"D:\RST\Gene100_4.csv","FALSE",222,6.30768586794535,8,3,"p`= 0.05","P = 0.75",1472914743.37412," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",4,"D:\RST\Gene100_5.csv","FALSE",241,7.05433868169785,12,3,"p`= 0.09","P = 0.75",1472915279.27153," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",4,"D:\RST\Gene100_1.csv","FALSE",173,5.0036874850591,10,3,"p`= 0.07","P = 0.75",1472915689.47088," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",4,"D:\RST\Gene100_2.csv","FALSE",179,5.18699694871902,7,3,"p`= 0.04","P = 0.75",1472916110.83368," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",4,"D:\RST\Gene100_3.csv","FALSE",158,3.57280461390813,12,3,"p`= 0.09","P = 0.75",1472916435.00432," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",4,"D:\RST\Gene100_4.csv","FALSE",175,4.85050639708837,7,3,"p`= 0.04","P = 0.75",1472916843.90038," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",4,"D:\RST\Gene100_5.csv","FALSE",192,5.13844523429871,11,2,"p`= 0.09","P = 0.5",1472917262.16962," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",4,"D:\RST\Gene100_1.csv","FALSE",318,7.78647011518478,15,3,"p`= 0.12","P = 0.75",1472917848.98683," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",4,"D:\RST\Gene100_2.csv","FALSE",329,7.74247201681137,16,3,"p`= 0.13","P = 0.75",1472918423.95063," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",4,"D:\RST\Gene100_3.csv","FALSE",268,5.99781215190887,20,3,"p`= 0.17","P = 0.75",1472918906.08385," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",4,"D:\RST\Gene100_4.csv","FALSE",329,7.50417294899623,18,4,"p`= 0.14","P = 1",1472919477.67297," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",4,"D:\RST\Gene100_5.csv","FALSE",334,7.65352274974187,18,3,"p`= 0.15","P = 0.75",1472920047.29466," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","quantile",3,"D:\RST\Gene100_1.csv","FALSE",461,15.3441301504771,26,5,"p`= 0.21","P = 1.25",1472921077.65098," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",3,"D:\RST\Gene100_2.csv","FALSE",528,16.6101154645284,26,7,"p`= 0.19","P = 1.75",1472922192.02363," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G108457] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",3,"D:\RST\Gene100_3.csv","FALSE",421,13.1525365829468,30,6,"p`= 0.24","P = 1.5",1472923090.53802," [ZEA,GRMZM2G012966] [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",3,"D:\RST\Gene100_4.csv","FALSE",513,15.3004374663035,20,7,"p`= 0.13","P = 1.75",1472924122.85721," [ZEA,GRMZM2G152135] [ZEA,GRMZM2G012966] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",3,"D:\RST\Gene100_5.csv","FALSE",496,15.673185869058,23,7,"p`= 0.16","P = 1.75",1472925173.02198," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [BC,GRMZM2G152135] [BC,GRMZM2G108457] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","quantile",3,"D:\RST\Gene100_1.csv","FALSE",300,9.45773333311081,13,3,"p`= 0.1","P = 0.75",1472925850.77309," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",3,"D:\RST\Gene100_2.csv","FALSE",321,10.0220279018084,13,4,"p`= 0.09","P = 1",1472926566.64523," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",3,"D:\RST\Gene100_3.csv","FALSE",269,7.58305948575338,16,4,"p`= 0.12","P = 1",1472927131.90014," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","quantile",3,"D:\RST\Gene100_4.csv","FALSE",325,9.46815516551336,13,5,"p`= 0.08","P = 1.25",1472927809.45617," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.015 0.015 0.015","quantile",3,"D:\RST\Gene100_5.csv","FALSE",320,9.54606181780497,18,4,"p`= 0.14","P = 1",1472928492.79319," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.02 0.02 0.02","quantile",3,"D:\RST\Gene100_1.csv","FALSE",197,6.00615535179774,11,3,"p`= 0.08","P = 0.75",1472928975.11695," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",3,"D:\RST\Gene100_2.csv","FALSE",239,6.75569530328115,9,3,"p`= 0.06","P = 0.75",1472929490.40089," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",3,"D:\RST\Gene100_3.csv","FALSE",190,4.97508196433385,11,3,"p`= 0.08","P = 0.75",1472929906.07854," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",3,"D:\RST\Gene100_4.csv","FALSE",219,5.92578386863073,7,3,"p`= 0.04","P = 0.75",1472930377.60107," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",3,"D:\RST\Gene100_5.csv","FALSE",220,6.59931311607361,13,4,"p`= 0.09","P = 1",1472930888.0911," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.025 0.025 0.025","quantile",3,"D:\RST\Gene100_1.csv","FALSE",167,4.43542338212331,9,3,"p`= 0.06","P = 0.75",1472931275.53872," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",3,"D:\RST\Gene100_2.csv","FALSE",176,4.47378878593445,7,3,"p`= 0.04","P = 0.75",1472931657.24086," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",3,"D:\RST\Gene100_3.csv","FALSE",141,3.18715869983037,12,3,"p`= 0.09","P = 0.75",1472931957.94344," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",3,"D:\RST\Gene100_4.csv","FALSE",160,3.63739754756292,7,3,"p`= 0.04","P = 0.75",1472932288.64091," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",3,"D:\RST\Gene100_5.csv","FALSE",169,4.57830196619034,8,3,"p`= 0.05","P = 0.75",1472932676.87972," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",3,"D:\RST\Gene100_1.csv","FALSE",269,6.45163466930389,16,3,"p`= 0.13","P = 0.75",1472933182.74614," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",3,"D:\RST\Gene100_2.csv","FALSE",309,6.85281564791997,14,3,"p`= 0.11","P = 0.75",1472933711.5429," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",3,"D:\RST\Gene100_3.csv","FALSE",253,5.39354748328527,22,6,"p`= 0.16","P = 1.5",1472934152.58303," [ZEA,GRMZM2G012966] [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.02 0.01 0.01","quantile",3,"D:\RST\Gene100_4.csv","FALSE",302,6.2224215666453,14,5,"p`= 0.09","P = 1.25",1472934638.27619," [ZEA,GRMZM2G152135] [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [Bcry,GRMZM2G108457] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",3,"D:\RST\Gene100_5.csv","FALSE",297,7.10705031553904,19,4,"p`= 0.15","P = 1",1472935179.79319," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966] [AC,GRMZM2G152135]"
"0.01 0.01 0.01","quantile",2,"D:\RST\Gene100_1.csv","FALSE",392,12.1957464496295,21,3,"p`= 0.18","P = 0.75",1472936026.67616," [LUT,GRMZM2G300348] [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","quantile",2,"D:\RST\Gene100_2.csv","FALSE",421,12.1095945000648,16,3,"p`= 0.13","P = 0.75",1472936870.01083," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","quantile",2,"D:\RST\Gene100_3.csv","FALSE",329,8.88323185046514,25,5,"p`= 0.2","P = 1.25",1472937512.69489," [ZEA,GRMZM2G012966] [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [Bcry,GRMZM2G152135] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","quantile",2,"D:\RST\Gene100_4.csv","FALSE",405,10.9835104982058,15,3,"p`= 0.12","P = 0.75",1472938280.89484," [LUT,GRMZM2G300348] [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.01 0.01 0.01","quantile",2,"D:\RST\Gene100_5.csv","FALSE",386,11.3470781803131,17,3,"p`= 0.14","P = 0.75",1472939071.79144," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",2,"D:\RST\Gene100_1.csv","FALSE",234,6.46676368316015,12,2,"p`= 0.1","P = 0.5",1472939568.81689," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",2,"D:\RST\Gene100_2.csv","FALSE",250,6.66394953330358,11,2,"p`= 0.09","P = 0.5",1472940081.46038," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",2,"D:\RST\Gene100_3.csv","FALSE",197,4.41375676790873,11,2,"p`= 0.09","P = 0.5",1472940455.83274," [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",2,"D:\RST\Gene100_4.csv","FALSE",232,5.81393348375956,6,2,"p`= 0.04","P = 0.5",1472940914.73625," [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.015 0.015 0.015","quantile",2,"D:\RST\Gene100_5.csv","FALSE",239,6.34148483276367,12,3,"p`= 0.09","P = 0.75",1472941404.56882," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",2,"D:\RST\Gene100_1.csv","FALSE",177,4.58370248476664,14,2,"p`= 0.12","P = 0.5",1472941788.91246," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",2,"D:\RST\Gene100_2.csv","FALSE",177,4.18511236508687,7,2,"p`= 0.05","P = 0.5",1472942149.60563," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",2,"D:\RST\Gene100_3.csv","FALSE",142,2.67562479972839,8,2,"p`= 0.06","P = 0.5",1472942431.16941," [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",2,"D:\RST\Gene100_4.csv","FALSE",161,3.33502173423767,5,2,"p`= 0.03","P = 0.5",1472942741.44994," [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.02 0.02 0.02","quantile",2,"D:\RST\Gene100_5.csv","FALSE",166,4.16180495023727,12,3,"p`= 0.09","P = 0.75",1472943100.46328," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",2,"D:\RST\Gene100_1.csv","FALSE",121,2.36788083314896,8,2,"p`= 0.06","P = 0.5",1472943353.33927," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",2,"D:\RST\Gene100_2.csv","FALSE",126,2.13787936766942,6,2,"p`= 0.04","P = 0.5",1472943590.67936," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",2,"D:\RST\Gene100_3.csv","FALSE",95,1.61450003385544,8,2,"p`= 0.06","P = 0.5",1472943796.61539," [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",2,"D:\RST\Gene100_4.csv","FALSE",109,1.87653643290202,6,2,"p`= 0.04","P = 0.5",1472944019.81752," [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.025 0.025 0.025","quantile",2,"D:\RST\Gene100_5.csv","FALSE",117,2.61681638161341,8,1,"p`= 0.07","P = 0.25",1472944294.91734," [LUT,GRMZM2G300348]"
"0.02 0.01 0.01","quantile",2,"D:\RST\Gene100_1.csv","FALSE",222,5.04564929803213,15,2,"p`= 0.13","P = 0.5",1472944711.02635," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",2,"D:\RST\Gene100_2.csv","FALSE",214,4.05730585257212,10,2,"p`= 0.08","P = 0.5",1472945063.73451," [LUT,GRMZM2G012966] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",2,"D:\RST\Gene100_3.csv","FALSE",171,2.7357777317365,10,2,"p`= 0.08","P = 0.5",1472945337.10634," [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",2,"D:\RST\Gene100_4.csv","FALSE",202,3.53969243367513,10,2,"p`= 0.08","P = 0.5",1472945658.62209," [GRMZM2G012966,LUT] [BC,GRMZM2G012966]"
"0.02 0.01 0.01","quantile",2,"D:\RST\Gene100_5.csv","FALSE",224,4.42812141577403,15,3,"p`= 0.12","P = 0.75",1472946035.39778," [LUT,GRMZM2G012966] [LUT,GRMZM2G300348] [BC,GRMZM2G012966]"
